Feature,Normality Speech Normal,Mean Speech Normal,Std Speech Normal,Median Speech Normal,IQR Speech Normal,Normality Speech Impaired,Mean Speech Impaired,Std Speech Impaired,Median Speech Impaired,IQR Speech Impaired,p-value Speech,Normality Swallowing Normal,Mean Swallowing Normal,Std Swallowing Normal,Median Swallowing Normal,IQR Swallowing Normal,Normality Swallowing Impaired,Mean Swallowing Impaired,Std Swallowing Impaired,Median Swallowing Impaired,IQR Swallowing Impaired,p-value Swallowing,Normality Bulbar 0,Mean Bulbar 0,Std Bulbar 0,Median Bulbar 0,IQR Bulbar 0,Normality Bulbar 1,Mean Bulbar 1,Std Bulbar 1,Median Bulbar 1,IQR Bulbar 1,Normality Bulbar 2,Mean Bulbar 2,Std Bulbar 2,Median Bulbar 2,IQR Bulbar 2,Normality Bulbar 3,Mean Bulbar 3,Std Bulbar 3,Median Bulbar 3,IQR Bulbar 3,Normality Bulbar 4,Mean Bulbar 4,Std Bulbar 4,Median Bulbar 4,IQR Bulbar 4,F-stat,p-value,p-value 0 vs. 1,p-value 0 vs. 2,p-value 0 vs. 3,p-value 0 vs. 4,p-value 1 vs. 2,p-value 1 vs. 3,p-value 1 vs. 4,p-value 2 vs. 3,p-value 2 vs. 4,p-value 3 vs. 4
jitter_rap_a,False,0.005104297555712312,0.006573369429839243,0.0028747708293643563,0.002588196216926107,False,0.004571321705315683,0.0030804771573525016,0.0037022962834039608,0.003920130838093609,0.32046237331775096,False,0.003896591910289731,0.0035489736574034416,0.0028747708293643563,0.0023294428151024228,False,0.006059949267635637,0.006551901441478132,0.003729784748285039,0.004838955300424444,0.06780855663237438,False,0.004757999474348497,0.0034426270697907398,0.003723297801511187,0.0035985293420367813,False,0.004535980414700335,0.004380531085788338,0.003522830673755326,0.003302712789909063,False,0.0070440589502021,0.010507325656474437,0.00239950951178241,0.002077476615008376,False,0.004278739230299603,0.003207238795736433,0.00318318409278559,0.002120099699321953,True,0.003932960554482608,0.002655287344521771,0.002697093481231839,0.0042649041588425475,1.4613279456753996,0.8334689428344066,,,,,,,,,,
jitter_ppq5_a,False,0.004875567160615298,0.00507847055056099,0.0030467940516062863,0.0026529821553262123,False,0.00508119807041119,0.0032922073942719516,0.0038610266956400473,0.004636461179096402,0.16976071274870586,False,0.003944262956084241,0.0027665721683809955,0.0030467940516062863,0.0025621094740593577,False,0.0062851880497958,0.005433041632295075,0.004012904576925255,0.0055635073668458875,0.02153504094028702,False,0.005028560724559762,0.003481608023170574,0.003820519568529223,0.0040329765713411105,False,0.004517949136847049,0.003421639669936232,0.003774397862632203,0.003930322722594852,False,0.006125624622855447,0.00783082873882965,0.002499153967159239,0.0025790145373265215,False,0.004946253050802146,0.0036582787729203398,0.004044445373511011,0.002067277675292231,True,0.00470014458998112,0.0031055986031885787,0.00304218366950446,0.005699439484808157,1.5663451817207483,0.8148278144714681,,,,,,,,,,
jitter_ddp_a,False,0.015312892667136934,0.019720108289517733,0.00862431248809307,0.007764588650778325,False,0.013713965115947052,0.009241431472057504,0.011106888850211886,0.011760392514280824,0.32046237331775096,False,0.011689775730869196,0.010646920972210323,0.00862431248809307,0.006988328445307264,False,0.018179847802906917,0.0196557043244344,0.011189354244855114,0.014516865901273332,0.06780855663237438,False,0.014273998423045492,0.010327881209372216,0.01116989340453356,0.010795588026110341,False,0.013607941244101009,0.013141593257365016,0.01056849202126598,0.009908138369727187,False,0.021132176850606307,0.03152197696942332,0.007198528535347231,0.00623242984502513,False,0.012836217690898813,0.009621716387209298,0.009549552278356771,0.006360299097965853,True,0.011798881663447825,0.007965862033565311,0.008091280443695519,0.012794712476527638,1.4613279456753996,0.8334689428344066,,,,,,,,,,
shimmer_local_a,False,0.0623838119205049,0.03573053642267177,0.05644208059599751,0.03593368389363325,False,0.06856844256276719,0.03551142184942161,0.058454755748171064,0.048880794040599744,0.36976315809786453,False,0.05773066232355057,0.02666309953929685,0.05533464173389435,0.03170271559256537,False,0.07505287210818744,0.04281766993324161,0.05911682006194889,0.058697632994287645,0.11023799761173157,False,0.0648974023052179,0.031428425469116505,0.06046421725764971,0.036688740271924036,True,0.062133307654961646,0.031629011073868535,0.05560412605719584,0.04379769236031369,False,0.07959975617506879,0.04902797116784314,0.05860765414257588,0.06582479261284252,False,0.06957879561256956,0.03960443233080619,0.05922974660494022,0.06054687640086101,True,0.04862723562983001,0.022404538076983484,0.04055804111211772,0.021528655543511202,2.950862196851911,0.5660818859664998,,,,,,,,,,
shimmer_local_dB_a,False,0.5780832197934138,0.31710569084176865,0.5448499703658666,0.3614536414921012,False,0.6381659170967013,0.31253082487403006,0.5419311080453095,0.45616296756442026,0.3375530254318121,True,0.5387922042735693,0.24692445516998981,0.536648565283043,0.31772463288255903,False,0.693634727513166,0.36934381205219974,0.5531601033967033,0.5282455732203941,0.08759392951565854,True,0.6093912927352094,0.2804154729077409,0.5796843292504488,0.3430924856585417,True,0.5697541959834505,0.28040848971215765,0.5197897349539313,0.4323542531356087,True,0.7186908296198777,0.42038358304639073,0.5596690333378772,0.5674875458225712,False,0.6543298290742895,0.3594100322341386,0.5466511734555294,0.5915239475575794,True,0.4702588116221941,0.20960813107115253,0.4221217326602965,0.20612922925710858,2.5215988316597633,0.640772408998975,,,,,,,,,,
shimmer_apq3_a,False,0.03311921638888065,0.02064044915695073,0.029174278709054882,0.021824987916295065,False,0.03537326447088756,0.019994967022657274,0.02956730993906919,0.029754848041205283,0.5301074718600498,False,0.03028940514156412,0.015476827117015802,0.028694821229975746,0.02058136162679102,False,0.03917975588401832,0.024359667573409217,0.03033142267811694,0.03230640094073584,0.15060099238106175,False,0.034030092963684457,0.018375767878676973,0.03101785489701647,0.020052712185455717,False,0.03263045099231384,0.017875943988392255,0.02950727401227299,0.021951276013517866,False,0.043191640059143444,0.028340455155408083,0.03145008246158129,0.04084709733757072,True,0.03563396816439927,0.02144884014152595,0.03003333916571715,0.029522381511960995,True,0.02369725687827832,0.011389109145765968,0.019043566669334305,0.012101220842314124,3.6999369523740144,0.4481350939830455,,,,,,,,,,
shimmer_apq5_a,False,0.03657134730553147,0.01869705567609526,0.035505828258561405,0.02362022631729789,False,0.04155969015988376,0.021048881244599377,0.03674218665188811,0.02930861881209814,0.2578466340855219,True,0.034725536809779765,0.016205547830767532,0.034824271284523506,0.021354864391275926,False,0.04436238923214524,0.02289844643743876,0.03743562169295682,0.039356856087649744,0.07100509265356161,False,0.039344076355203685,0.018747568747519504,0.03645508135696279,0.025785632597337117,True,0.037004274654918026,0.01704909973754821,0.03615266802305162,0.024330089520064192,True,0.045103564953539385,0.02386950516974143,0.03357326417182988,0.039893148849331664,True,0.04252288973753292,0.024514519421999358,0.03706305950285706,0.03726746175589654,True,0.028362307884858846,0.012904985112211673,0.023011999395095288,0.015184731606811986,3.378944232604784,0.4965221514732415,,,,,,,,,,
shimmer_apq11_a,True,0.0486419911022815,0.02171562029700233,0.04679509512972256,0.032712834840234045,False,0.05552889514344773,0.02499353571923398,0.05146137180923774,0.024889681546842256,0.18757791053876915,True,0.046940093297597456,0.01911333483914066,0.04715464912200365,0.023921781426867544,False,0.05832102908042435,0.026985038882484855,0.05374528023532736,0.03196047679122991,0.055295228769134945,True,0.05276274220367507,0.02190788160926634,0.04983086172888069,0.028475498788321403,True,0.04806916733956515,0.018896486731592926,0.05063919115288778,0.028670033114481026,True,0.05851296268016614,0.026295074646344764,0.04743015190873406,0.04185508673774836,False,0.05820487771480592,0.03227076741790281,0.05309446411837989,0.04038058525975604,True,0.04121426792401048,0.014207340943962593,0.03989940910004648,0.018778378990931602,2.699111603596675,0.6093700794445769,,,,,,,,,,
shimmer_dda_a,False,0.09935764916664193,0.061921347470852185,0.08752283612716463,0.06547496374888523,False,0.10611979341266266,0.05998490106797182,0.08870192981720756,0.08926454412361583,0.5301074718600498,False,0.09086821542469235,0.046430481351047395,0.08608446368992725,0.06174408488037308,False,0.11753926765205494,0.07307900272022766,0.09099426803435082,0.09691920282220752,0.15060099238106175,False,0.10209027889105336,0.055127303636030925,0.09305356469104939,0.0601581365563672,False,0.09789135297694153,0.05362783196517676,0.08852182203681896,0.06585382804055359,False,0.12957492017743036,0.08502136546622427,0.09435024738474387,0.12254129201271219,True,0.1069019044931978,0.06434652042457786,0.09010001749715144,0.08856714453588294,True,0.07109177063483496,0.03416732743729791,0.05713070000800291,0.03630366252694235,3.6999369523740144,0.4481350939830455,,,,,,,,,,
hnr_mean_a,True,13.100007745333242,4.4635329597386795,12.686408982171894,6.944010127628129,True,12.014350714260871,5.122180711900462,12.322817461161044,7.466320982964703,0.2679111421941545,True,13.435993913746016,4.325802484243734,12.848376872451125,5.569830256182712,True,11.488035860728944,5.186047197060087,11.44405366714331,7.636394139635792,0.050749680746967424,True,11.933651008087736,4.1162141181274,11.80642106156823,6.417643038006515,True,12.97057891496662,4.929716823231927,12.72065703726546,7.713447185030136,True,12.837338672005691,4.477965150593722,13.55669391483837,5.478768718986327,True,11.867566874222689,5.701521637514586,11.4162589034477,7.676376851291586,True,14.636487695196932,5.039620819948066,16.012710773800755,7.2030359961401125,0.6380584418926787,0.6366201824768485,,,,,,,,,,
hnr_std_a,False,4.206057097774596,1.1398601375101773,3.997637973581635,1.4152645847782037,True,4.400756535261048,1.223352996537348,4.236313303620157,1.5401355942232327,0.36976315809786453,False,4.205958355737463,1.1043623946168333,4.061284336141716,1.3177459582518045,True,4.418582155807076,1.2696884231435581,4.18929527490689,1.7730824702508379,0.43672814076943745,True,4.5176359938627355,1.181164167636744,4.238624400903064,1.241669203934137,False,4.147938341635607,1.111319948972828,3.858317130032866,1.083935114349229,True,3.805106831476815,1.11001764067466,3.923584784461468,1.7528804596024443,True,4.220431063020617,1.0076554215721616,4.192415958703183,1.43974256106861,True,4.938793954265915,1.4119033005203925,4.889013848229826,1.3093483048828922,5.510162795618585,0.23883760484203653,,,,,,,,,,
hnr_min_a,False,-225.62292061882468,0.779405780156037,-225.3627905882129,1.1553295051590737,False,-225.7682658272407,0.6849510513138246,-225.71745226375901,0.526624104971603,0.13256566808113626,False,-225.6978173942952,0.7445833324410807,-225.545390502692,1.1033831209049083,False,-225.68615585922518,0.7321433108986753,-225.61359097457427,0.794876824794386,1.0,False,-225.53989871031345,0.8211063997597828,-225.2784226833462,0.9894740280466863,True,-225.7393604574749,0.7220895666491819,-225.5529429534808,0.953916331354776,True,-225.92543421358084,0.7384756156273825,-225.7221207696185,0.8430435320182994,True,-225.7608781399471,0.6545353730924247,-225.746440502666,0.8745354420792921,True,-225.63599792357718,0.365585655095447,-225.61359097457427,0.4293279588025882,4.451198124519785,0.3483734043266298,,,,,,,,,,
